PPG,Serial_No,noise_ppg
-0.213,1,-0.20463182984598058
-0.223,2,-0.26872563015318357
-0.223,3,-0.22399712197114308
-0.223,4,-0.22697923830351785
-0.223,5,-0.19771195765005986
-0.233,6,-0.27227754323168785
-0.233,7,-0.24607669122825848
-0.233,8,-0.2358919691154457
-0.233,9,-0.2502359662943732
-0.245,10,-0.24134582866889204
-0.245,11,-0.19905795605647242
-0.245,12,-0.266042578468366
-0.245,13,-0.20981988300113297
-0.252,14,-0.25322825768946494
-0.252,15,-0.2718920803653656
-0.252,16,-0.30389476483467615
-0.252,17,-0.2586725852479994
-0.265,18,-0.20821012228928745
-0.265,19,-0.2441956721205371
-0.265,20,-0.23672427943092053
-0.265,21,-0.24590240219163773
-0.271,22,-0.2800310692782008
-0.271,23,-0.2664178797718999
-0.271,24,-0.299163511829938
-0.271,25,-0.26937243002431377
-0.283,26,-0.2715541679794975
-0.283,27,-0.2750826523862959
-0.283,28,-0.29070753498742036
-0.283,29,-0.29713185412100407
-0.29,30,-0.2720058420495632
-0.29,31,-0.3194010482411693
-0.29,32,-0.2312859280182222
-0.29,33,-0.28576488976581144
-0.299,34,-0.2926023451188802
-0.299,35,-0.302978854961071
-0.299,36,-0.22478207021218305
-0.299,37,-0.3051428698334512
-0.316,38,-0.3605806400048749
-0.316,39,-0.3501208219842191
-0.316,40,-0.36701548345458207
-0.316,41,-0.350470467990836
-0.325,42,-0.32361555382192914
-0.325,43,-0.3795452579400486
-0.325,44,-0.31801832882547243
-0.325,45,-0.2924981967083736
-0.332,46,-0.37270141581147476
-0.332,47,-0.3615369231403224
-0.332,48,-0.3114220205811229
-0.332,49,-0.39844569955171094
-0.344,50,-0.3702145974009831
-0.344,51,-0.3614309405213938
-0.344,52,-0.3483775125529057
-0.344,53,-0.34722066683948605
-0.353,54,-0.39893774639606383
-0.353,55,-0.30670050766345414
-0.353,56,-0.4186092647389534
-0.353,57,-0.3578788469339101
-0.366,58,-0.3413592725329362
-0.366,59,-0.3838744686898616
-0.366,60,-0.40206651386137554
-0.366,61,-0.3674095762408207
-0.376,62,-0.388593522466557
-0.376,63,-0.3913820242800645
