PPG,Serial_No,noise_ppg
-0.518,1,-0.4810228991995381
-0.509,2,-0.5289308826944845
-0.509,3,-0.4948818163572952
-0.509,4,-0.5177419553315811
-0.509,5,-0.5718044422461479
-0.486,6,-0.5048902213620003
-0.486,7,-0.5084643596327325
-0.486,8,-0.4979021571315236
-0.486,9,-0.5042330843262214
-0.46,10,-0.443275192900128
-0.46,11,-0.44875689995450607
-0.46,12,-0.4267552386722649
-0.46,13,-0.4819877268494925
-0.432,14,-0.357641331819912
-0.432,15,-0.4115081003608458
-0.432,16,-0.4483042902136838
-0.432,17,-0.5226936583894768
-0.405,18,-0.3387325538544979
-0.405,19,-0.4510565042157352
-0.405,20,-0.4244807973549855
-0.405,21,-0.34668836489274873
-0.373,22,-0.3212388164307101
-0.373,23,-0.32072944453180097
-0.373,24,-0.40570839920541313
-0.373,25,-0.4015698115736477
-0.345,26,-0.33937411258344075
-0.345,27,-0.3335405940807701
-0.345,28,-0.42331501639902536
-0.345,29,-0.27747157982773724
-0.319,30,-0.317793106132013
-0.319,31,-0.37677444618337763
-0.319,32,-0.34787762995299565
-0.319,33,-0.32285117565251537
-0.295,34,-0.3058059985166259
-0.295,35,-0.30233921982767115
-0.295,36,-0.2739410399736076
-0.295,37,-0.3165443133089999
-0.286,38,-0.27137165260415586
-0.286,39,-0.33927705330924446
-0.286,40,-0.3409120509974339
-0.286,41,-0.29448586530004994
-0.278,42,-0.21767037150456672
-0.278,43,-0.29210109928856504
-0.278,44,-0.2617480312688696
-0.278,45,-0.2816068158814652
-0.273,46,-0.2768351627678163
-0.273,47,-0.26581653749077805
-0.273,48,-0.3024852981891129
-0.273,49,-0.2513272160154364
-0.278,50,-0.25148322087684827
-0.278,51,-0.33214046310559
-0.278,52,-0.2709750032857519
-0.278,53,-0.30633314072466195
-0.286,54,-0.20529279219223567
-0.286,55,-0.3130001976158521
-0.286,56,-0.29532455105384714
-0.286,57,-0.2940789697032463
-0.3,58,-0.2795952972335114
-0.3,59,-0.3347416770414134
-0.3,60,-0.28475824167329183
-0.3,61,-0.2792947696841859
-0.314,62,-0.257101868014738
-0.314,63,-0.3218252514734497
-0.314,64,-0.36252829764738015
-0.314,65,-0.27550799650925256
-0.337,66,-0.33917013024433396
-0.337,67,-0.33422290258653126
-0.337,68,-0.29802399342775276
-0.337,69,-0.3275417195734266
-0.355,70,-0.2865096271999744
-0.355,71,-0.39038912824052263
-0.355,72,-0.3355162315880264
-0.355,73,-0.3533086328074352
-0.368,74,-0.365933426102311
-0.368,75,-0.42004704239113827
-0.368,76,-0.45917555954337463
-0.368,77,-0.35202825371452295
-0.382,78,-0.4217554456113805
-0.382,79,-0.38195201296793274
-0.382,80,-0.3287232766370927
-0.382,81,-0.45392628118254347
-0.391,82,-0.3865559881068385
-0.391,83,-0.33896598875295436
-0.391,84,-0.3385087076580851
-0.391,85,-0.42884140739869564
